date,away,home,away_score,home_score,winner,winner_is_home,slot
2024-06-21,Doosan Bears,Samsung Lions,4.0,7.0,Samsung Lions,True,
2024-06-21,Hanwha Eagles,KIA Tigers,3.0,8.0,KIA Tigers,True,
2024-06-21,Lotte Giants,Kiwoom Heroes,2.0,5.0,Kiwoom Heroes,True,
2024-06-22,NC Dinos,SSG Landers,4.0,12.0,SSG Landers,True,
2024-06-22,Lotte Giants,Kiwoom Heroes,6.0,1.0,Lotte Giants,False,
2024-06-23,NC Dinos,SSG Landers,18.0,6.0,NC Dinos,False,
2024-06-23,Lotte Giants,Kiwoom Heroes,10.0,2.0,Lotte Giants,False,
2024-06-23,Doosan Bears,Samsung Lions,4.0,7.0,Samsung Lions,True,
2024-06-23,Hanwha Eagles,KIA Tigers,9.0,8.0,Hanwha Eagles,False,
2024-06-23,KT Wiz Suwon,LG Twins,2.0,7.0,LG Twins,True,
2024-06-25,KT Wiz Suwon,SSG Landers,6.0,1.0,KT Wiz Suwon,False,
2024-06-25,KIA Tigers,Lotte Giants,15.0,15.0,KIA Tigers,False,
2024-06-25,NC Dinos,Kiwoom Heroes,5.0,6.0,Kiwoom Heroes,True,
2024-06-25,Doosan Bears,Hanwha Eagles,4.0,5.0,Hanwha Eagles,True,
2024-06-25,Samsung Lions,LG Twins,0.0,4.0,LG Twins,True,
2024-06-26,Doosan Bears,Hanwha Eagles,15.0,8.0,Doosan Bears,False,
2024-06-26,Samsung Lions,LG Twins,1.0,2.0,LG Twins,True,
2024-06-26,KIA Tigers,Lotte Giants,4.0,6.0,Lotte Giants,True,
2024-06-26,NC Dinos,Kiwoom Heroes,7.0,10.0,Kiwoom Heroes,True,
2024-06-26,KT Wiz Suwon,SSG Landers,5.0,10.0,SSG Landers,True,
2024-06-27,NC Dinos,Kiwoom Heroes,7.0,9.0,Kiwoom Heroes,True,
2024-06-27,KIA Tigers,Lotte Giants,2.0,11.0,Lotte Giants,True,
2024-06-27,KT Wiz Suwon,SSG Landers,16.0,8.0,KT Wiz Suwon,False,
2024-06-27,Samsung Lions,LG Twins,2.0,1.0,Samsung Lions,False,
2024-06-27,Doosan Bears,Hanwha Eagles,3.0,8.0,Hanwha Eagles,True,
2024-06-28,SSG Landers,Doosan Bears,0.0,10.0,Doosan Bears,True,
2024-06-28,LG Twins,NC Dinos,2.0,8.0,NC Dinos,True,
2024-06-28,Samsung Lions,KT Wiz Suwon,4.0,5.0,KT Wiz Suwon,True,
2024-06-28,Kiwoom Heroes,KIA Tigers,17.0,6.0,Kiwoom Heroes,False,
2024-06-28,Hanwha Eagles,Lotte Giants,4.0,6.0,Lotte Giants,True,
2024-06-29,SSG Landers,Doosan Bears,6.0,0.0,SSG Landers,False,
2024-06-30,Samsung Lions,KT Wiz Suwon,2.0,2.0,Samsung Lions,False,
2024-06-30,SSG Landers,Doosan Bears,3.0,1.0,SSG Landers,False,
2024-06-30,LG Twins,NC Dinos,9.0,6.0,LG Twins,False,
2024-07-02,KT Wiz Suwon,Hanwha Eagles,6.0,5.0,KT Wiz Suwon,False,
2024-07-02,KIA Tigers,Samsung Lions,9.0,5.0,KIA Tigers,False,
2024-07-02,LG Twins,Kiwoom Heroes,2.0,4.0,Kiwoom Heroes,True,
2024-07-03,LG Twins,Kiwoom Heroes,1.0,4.0,Kiwoom Heroes,True,
2024-07-03,SSG Landers,NC Dinos,1.0,4.0,NC Dinos,True,
2024-07-03,KT Wiz Suwon,Hanwha Eagles,3.0,2.0,KT Wiz Suwon,False,
2024-07-03,Lotte Giants,Doosan Bears,8.0,13.0,Doosan Bears,True,
2024-07-03,KIA Tigers,Samsung Lions,6.0,4.0,KIA Tigers,False,
2024-07-04,KT Wiz Suwon,Hanwha Eagles,5.0,13.0,Hanwha Eagles,True,
2024-07-04,Lotte Giants,Doosan Bears,3.0,6.0,Doosan Bears,True,
2024-07-04,KIA Tigers,Samsung Lions,8.0,3.0,KIA Tigers,False,
2024-07-04,SSG Landers,NC Dinos,0.0,2.0,NC Dinos,True,
2024-07-04,LG Twins,Kiwoom Heroes,3.0,2.0,LG Twins,False,
2024-07-09,Hanwha Eagles,Kiwoom Heroes,3.0,5.0,Kiwoom Heroes,True,
2024-07-09,Lotte Giants,SSG Landers,4.0,7.0,SSG Landers,True,
2024-07-09,KIA Tigers,LG Twins,11.0,4.0,KIA Tigers,False,
2024-07-10,Lotte Giants,SSG Landers,6.0,1.0,Lotte Giants,False,
2024-07-10,NC Dinos,Samsung Lions,6.0,15.0,Samsung Lions,True,
2024-07-10,Doosan Bears,KT Wiz Suwon,6.0,7.0,KT Wiz Suwon,True,
2024-07-10,Hanwha Eagles,Kiwoom Heroes,7.0,0.0,Hanwha Eagles,False,
2024-07-10,KIA Tigers,LG Twins,5.0,2.0,KIA Tigers,False,
2024-07-11,KIA Tigers,LG Twins,4.0,2.0,KIA Tigers,False,
2024-07-11,Lotte Giants,SSG Landers,4.0,5.0,SSG Landers,True,
2024-07-11,NC Dinos,Samsung Lions,4.0,6.0,Samsung Lions,True,
2024-07-11,Doosan Bears,KT Wiz Suwon,12.0,1.0,Doosan Bears,False,
2024-07-11,Hanwha Eagles,Kiwoom Heroes,4.0,5.0,Kiwoom Heroes,True,
2024-07-12,LG Twins,Hanwha Eagles,0.0,6.0,Hanwha Eagles,True,
2024-07-12,KT Wiz Suwon,Lotte Giants,5.0,4.0,KT Wiz Suwon,False,
2024-07-12,Kiwoom Heroes,NC Dinos,2.0,9.0,NC Dinos,True,
2024-07-12,SSG Landers,KIA Tigers,14.0,6.0,SSG Landers,False,
2024-07-12,Samsung Lions,Doosan Bears,9.0,5.0,Samsung Lions,False,
2024-07-13,Kiwoom Heroes,NC Dinos,5.0,11.0,NC Dinos,True,
2024-07-13,SSG Landers,KIA Tigers,15.0,9.0,SSG Landers,False,
2024-07-13,KT Wiz Suwon,Lotte Giants,6.0,3.0,KT Wiz Suwon,False,
2024-07-13,LG Twins,Hanwha Eagles,7.0,3.0,LG Twins,False,
2024-07-13,Samsung Lions,Doosan Bears,4.0,8.0,Doosan Bears,True,
2024-07-14,LG Twins,Hanwha Eagles,8.0,4.0,LG Twins,False,
2024-07-14,Samsung Lions,Doosan Bears,6.0,2.0,Samsung Lions,False,
2024-07-14,SSG Landers,KIA Tigers,4.0,13.0,KIA Tigers,True,
2024-07-16,KT Wiz Suwon,Kiwoom Heroes,4.0,3.0,KT Wiz Suwon,False,
2024-07-16,Doosan Bears,Lotte Giants,0.0,4.0,Lotte Giants,True,
2024-07-17,SSG Landers,LG Twins,9.0,12.0,LG Twins,True,
2024-07-17,Hanwha Eagles,NC Dinos,1.0,5.0,NC Dinos,True,
2024-07-17,Samsung Lions,KIA Tigers,5.0,10.0,KIA Tigers,True,
2024-07-17,KT Wiz Suwon,Kiwoom Heroes,9.0,2.0,KT Wiz Suwon,False,
2024-07-17,Doosan Bears,Lotte Giants,2.0,6.0,Lotte Giants,True,
2024-07-18,Doosan Bears,Lotte Giants,3.0,2.0,Doosan Bears,False,
2024-07-18,Samsung Lions,KIA Tigers,4.0,10.0,KIA Tigers,True,
2024-07-18,KT Wiz Suwon,Kiwoom Heroes,12.0,8.0,KT Wiz Suwon,False,
2024-07-18,Hanwha Eagles,NC Dinos,3.0,4.0,NC Dinos,True,
2024-07-19,KIA Tigers,Hanwha Eagles,7.0,3.0,KIA Tigers,False,
2024-07-19,Doosan Bears,LG Twins,7.0,16.0,LG Twins,True,
2024-07-19,Kiwoom Heroes,SSG Landers,3.0,9.0,SSG Landers,True,
2024-07-19,Lotte Giants,Samsung Lions,10.0,6.0,Lotte Giants,False,
2024-07-19,NC Dinos,KT Wiz Suwon,0.0,6.0,KT Wiz Suwon,True,
2024-07-20,KIA Tigers,Hanwha Eagles,8.0,4.0,KIA Tigers,False,
2024-07-20,Lotte Giants,Samsung Lions,4.0,21.0,Samsung Lions,True,
2024-07-21,KIA Tigers,Hanwha Eagles,8.0,7.0,KIA Tigers,False,
2024-07-21,Doosan Bears,LG Twins,3.0,6.0,LG Twins,True,
2024-07-21,Kiwoom Heroes,SSG Landers,7.0,2.0,Kiwoom Heroes,False,
2024-07-21,Lotte Giants,Samsung Lions,5.0,6.0,Samsung Lions,True,
2024-07-21,NC Dinos,KT Wiz Suwon,8.0,2.0,NC Dinos,False,
2024-07-23,Samsung Lions,Hanwha Eagles,5.0,6.0,Hanwha Eagles,True,
2024-07-23,LG Twins,Lotte Giants,2.0,1.0,LG Twins,False,
2024-07-23,NC Dinos,KIA Tigers,1.0,8.0,KIA Tigers,True,
2024-07-23,Kiwoom Heroes,Doosan Bears,3.0,6.0,Doosan Bears,True,
2024-07-24,NC Dinos,KIA Tigers,0.0,7.0,KIA Tigers,True,
2024-07-24,Samsung Lions,Hanwha Eagles,2.0,3.0,Hanwha Eagles,True,
2024-07-24,SSG Landers,KT Wiz Suwon,3.0,5.0,KT Wiz Suwon,True,
2024-07-24,Kiwoom Heroes,Doosan Bears,4.0,7.0,Doosan Bears,True,
2024-07-25,Kiwoom Heroes,Doosan Bears,6.0,1.0,Kiwoom Heroes,False,
2024-07-25,LG Twins,Lotte Giants,9.0,6.0,LG Twins,False,
2024-07-25,SSG Landers,KT Wiz Suwon,2.0,4.0,KT Wiz Suwon,True,
2024-07-25,NC Dinos,KIA Tigers,7.0,4.0,NC Dinos,False,
2024-07-26,Doosan Bears,SSG Landers,1.0,6.0,SSG Landers,True,
2024-07-26,KT Wiz Suwon,Samsung Lions,4.0,1.0,KT Wiz Suwon,False,
2024-07-26,Lotte Giants,NC Dinos,2.0,9.0,NC Dinos,True,
2024-07-26,KIA Tigers,Kiwoom Heroes,4.0,5.0,Kiwoom Heroes,True,
2024-07-27,KIA Tigers,Kiwoom Heroes,5.0,6.0,Kiwoom Heroes,True,
2024-07-27,Doosan Bears,SSG Landers,3.0,4.0,SSG Landers,True,
2024-07-27,Lotte Giants,NC Dinos,9.0,2.0,Lotte Giants,False,
2024-07-27,KT Wiz Suwon,Samsung Lions,2.0,3.0,Samsung Lions,True,
2024-07-28,KIA Tigers,Kiwoom Heroes,4.0,3.0,KIA Tigers,False,
2024-07-28,Hanwha Eagles,LG Twins,9.0,6.0,Hanwha Eagles,False,
2024-07-28,Doosan Bears,SSG Landers,0.0,3.0,SSG Landers,True,
2024-07-28,KT Wiz Suwon,Samsung Lions,4.0,3.0,KT Wiz Suwon,False,
2024-07-28,Lotte Giants,NC Dinos,10.0,6.0,Lotte Giants,False,
2024-07-30,Samsung Lions,LG Twins,7.0,1.0,Samsung Lions,False,
2024-07-30,Lotte Giants,SSG Landers,5.0,11.0,SSG Landers,True,
2024-07-30,Hanwha Eagles,KT Wiz Suwon,6.0,4.0,Hanwha Eagles,False,
2024-07-30,Doosan Bears,KIA Tigers,12.0,7.0,Doosan Bears,False,
2024-07-30,NC Dinos,Kiwoom Heroes,2.0,6.0,Kiwoom Heroes,True,
2024-07-31,Doosan Bears,KIA Tigers,30.0,6.0,Doosan Bears,False,
2024-07-31,Lotte Giants,SSG Landers,11.0,12.0,SSG Landers,True,
2024-07-31,NC Dinos,Kiwoom Heroes,9.0,0.0,NC Dinos,False,
2024-07-31,Hanwha Eagles,KT Wiz Suwon,18.0,7.0,Hanwha Eagles,False,
2024-07-31,Samsung Lions,LG Twins,5.0,11.0,LG Twins,True,
2024-08-01,Hanwha Eagles,KT Wiz Suwon,14.0,8.0,Hanwha Eagles,False,
2024-08-01,Lotte Giants,SSG Landers,4.0,2.0,Lotte Giants,False,
2024-08-01,Samsung Lions,LG Twins,7.0,0.0,Samsung Lions,False,
2024-08-01,NC Dinos,Kiwoom Heroes,9.0,14.0,Kiwoom Heroes,True,
2024-08-01,Doosan Bears,KIA Tigers,1.0,0.0,Doosan Bears,False,
2024-08-02,SSG Landers,Samsung Lions,3.0,4.0,Samsung Lions,True,
2024-08-02,Kiwoom Heroes,Doosan Bears,6.0,4.0,Kiwoom Heroes,False,
2024-08-02,KIA Tigers,Hanwha Eagles,3.0,10.0,Hanwha Eagles,True,
2024-08-02,KT Wiz Suwon,NC Dinos,9.0,7.0,KT Wiz Suwon,False,
2024-08-03,LG Twins,Lotte Giants,3.0,8.0,Lotte Giants,True,
2024-08-03,KIA Tigers,Hanwha Eagles,7.0,3.0,KIA Tigers,False,
2024-08-03,Kiwoom Heroes,Doosan Bears,15.0,5.0,Kiwoom Heroes,False,
2024-08-03,SSG Landers,Samsung Lions,4.0,12.0,Samsung Lions,True,
2024-08-04,SSG Landers,Samsung Lions,3.0,8.0,Samsung Lions,True,
2024-08-04,KT Wiz Suwon,NC Dinos,5.0,15.0,NC Dinos,True,
2024-08-06,LG Twins,Doosan Bears,6.0,7.0,Doosan Bears,True,
2024-08-06,NC Dinos,Lotte Giants,5.0,6.0,Lotte Giants,True,
2024-08-06,KT Wiz Suwon,KIA Tigers,0.0,2.0,KIA Tigers,True,
2024-08-06,SSG Landers,Kiwoom Heroes,6.0,2.0,SSG Landers,False,
2024-08-06,Hanwha Eagles,Samsung Lions,8.0,5.0,Hanwha Eagles,False,
2024-08-07,LG Twins,Doosan Bears,4.0,8.0,Doosan Bears,True,
2024-08-07,NC Dinos,Lotte Giants,7.0,14.0,Lotte Giants,True,
2024-08-07,Hanwha Eagles,Samsung Lions,6.0,10.0,Samsung Lions,True,
2024-08-07,KT Wiz Suwon,KIA Tigers,13.0,2.0,KT Wiz Suwon,False,
2024-08-07,SSG Landers,Kiwoom Heroes,6.0,2.0,SSG Landers,False,
2024-08-08,SSG Landers,Kiwoom Heroes,0.0,3.0,Kiwoom Heroes,True,
2024-08-08,Hanwha Eagles,Samsung Lions,6.0,4.0,Hanwha Eagles,False,
2024-08-08,LG Twins,Doosan Bears,10.0,3.0,LG Twins,False,
2024-08-08,KT Wiz Suwon,KIA Tigers,1.0,0.0,KT Wiz Suwon,False,
2024-08-09,Doosan Bears,SSG Landers,13.0,11.0,Doosan Bears,False,
2024-08-09,Lotte Giants,KT Wiz Suwon,6.0,10.0,KT Wiz Suwon,True,
2024-08-09,Samsung Lions,KIA Tigers,8.0,9.0,KIA Tigers,True,
2024-08-09,Kiwoom Heroes,Hanwha Eagles,5.0,7.0,Hanwha Eagles,True,
2024-08-09,NC Dinos,LG Twins,9.0,10.0,LG Twins,True,
2024-08-10,Kiwoom Heroes,Hanwha Eagles,3.0,1.0,Kiwoom Heroes,False,
2024-08-10,NC Dinos,LG Twins,3.0,9.0,LG Twins,True,
2024-08-10,Doosan Bears,SSG Landers,10.0,6.0,Doosan Bears,False,
2024-08-10,Lotte Giants,KT Wiz Suwon,2.0,0.0,Lotte Giants,False,
2024-08-11,Samsung Lions,KIA Tigers,5.0,4.0,Samsung Lions,False,
2024-08-11,NC Dinos,LG Twins,3.0,4.0,LG Twins,True,
2024-08-11,Doosan Bears,SSG Landers,9.0,11.0,SSG Landers,True,
2024-08-11,Lotte Giants,KT Wiz Suwon,9.0,7.0,Lotte Giants,False,
2024-08-11,Kiwoom Heroes,Hanwha Eagles,7.0,3.0,Kiwoom Heroes,False,
2024-08-13,LG Twins,Hanwha Eagles,3.0,2.0,LG Twins,False,
2024-08-13,KT Wiz Suwon,Samsung Lions,2.0,7.0,Samsung Lions,True,
2024-08-13,KIA Tigers,Kiwoom Heroes,2.0,0.0,KIA Tigers,False,
2024-08-13,SSG Landers,NC Dinos,2.0,0.0,SSG Landers,False,
2024-08-14,LG Twins,Hanwha Eagles,5.0,9.0,Hanwha Eagles,True,
2024-08-14,KT Wiz Suwon,Samsung Lions,1.0,3.0,Samsung Lions,True,
2024-08-14,Lotte Giants,Doosan Bears,12.0,2.0,Lotte Giants,False,
2024-08-14,KIA Tigers,Kiwoom Heroes,1.0,2.0,Kiwoom Heroes,True,
2024-08-15,KIA Tigers,Kiwoom Heroes,12.0,1.0,KIA Tigers,False,
2024-08-15,LG Twins,Hanwha Eagles,17.0,3.0,LG Twins,False,
2024-08-15,Lotte Giants,Doosan Bears,3.0,4.0,Doosan Bears,True,
2024-08-15,KT Wiz Suwon,Samsung Lions,5.0,3.0,KT Wiz Suwon,False,
2024-08-15,SSG Landers,NC Dinos,10.0,5.0,SSG Landers,False,
2024-08-16,Doosan Bears,KT Wiz Suwon,5.0,0.0,Doosan Bears,False,
2024-08-16,Samsung Lions,NC Dinos,7.0,3.0,Samsung Lions,False,
2024-08-16,Hanwha Eagles,SSG Landers,2.0,1.0,Hanwha Eagles,False,
2024-08-16,KIA Tigers,LG Twins,3.0,2.0,KIA Tigers,False,
2024-08-16,Kiwoom Heroes,Lotte Giants,0.0,4.0,Lotte Giants,True,
2024-08-17,KIA Tigers,LG Twins,14.0,4.0,KIA Tigers,False,
2024-08-17,Hanwha Eagles,SSG Landers,8.0,5.0,Hanwha Eagles,False,
2024-08-17,Kiwoom Heroes,Lotte Giants,8.0,7.0,Kiwoom Heroes,False,
2024-08-17,Samsung Lions,NC Dinos,5.0,4.0,Samsung Lions,False,
2024-08-17,Doosan Bears,KT Wiz Suwon,3.0,2.0,Doosan Bears,False,
2024-08-18,Doosan Bears,KT Wiz Suwon,4.0,5.0,KT Wiz Suwon,True,
2024-08-18,Samsung Lions,NC Dinos,5.0,3.0,Samsung Lions,False,
2024-08-18,Hanwha Eagles,SSG Landers,7.0,1.0,Hanwha Eagles,False,
2024-08-18,KIA Tigers,LG Twins,4.0,0.0,KIA Tigers,False,
2024-08-18,Kiwoom Heroes,Lotte Giants,4.0,5.0,Lotte Giants,True,
2024-08-20,SSG Landers,LG Twins,3.0,4.0,LG Twins,True,
2024-08-20,Kiwoom Heroes,KT Wiz Suwon,3.0,2.0,Kiwoom Heroes,False,
2024-08-20,Doosan Bears,Samsung Lions,0.0,3.0,Samsung Lions,True,
2024-08-20,NC Dinos,Hanwha Eagles,2.0,3.0,Hanwha Eagles,True,
2024-08-21,Doosan Bears,Samsung Lions,5.0,2.0,Doosan Bears,False,
2024-08-21,NC Dinos,Hanwha Eagles,8.0,2.0,NC Dinos,False,
2024-08-21,Kiwoom Heroes,KT Wiz Suwon,0.0,5.0,KT Wiz Suwon,True,
2024-08-21,SSG Landers,LG Twins,5.0,1.0,SSG Landers,False,
2024-08-21,Lotte Giants,KIA Tigers,5.0,6.0,KIA Tigers,True,
2024-08-22,SSG Landers,LG Twins,3.0,13.0,LG Twins,True,
2024-08-22,Kiwoom Heroes,KT Wiz Suwon,2.0,3.0,KT Wiz Suwon,True,
2024-08-22,Lotte Giants,KIA Tigers,4.0,6.0,KIA Tigers,True,
2024-08-23,Hanwha Eagles,Doosan Bears,7.0,4.0,Hanwha Eagles,False,
2024-08-23,KT Wiz Suwon,SSG Landers,11.0,6.0,KT Wiz Suwon,False,
2024-08-23,Lotte Giants,Samsung Lions,3.0,5.0,Samsung Lions,True,
2024-08-23,KIA Tigers,NC Dinos,4.0,17.0,NC Dinos,True,
2024-08-23,LG Twins,Kiwoom Heroes,3.0,9.0,Kiwoom Heroes,True,
2024-08-24,Hanwha Eagles,Doosan Bears,7.0,6.0,Hanwha Eagles,False,
2024-08-24,Lotte Giants,Samsung Lions,11.0,3.0,Lotte Giants,False,
2024-08-24,KIA Tigers,NC Dinos,2.0,0.0,KIA Tigers,False,
2024-08-24,KT Wiz Suwon,SSG Landers,9.0,3.0,KT Wiz Suwon,False,
2024-08-24,LG Twins,Kiwoom Heroes,7.0,0.0,LG Twins,False,
2024-08-25,LG Twins,Kiwoom Heroes,4.0,6.0,Kiwoom Heroes,True,
2024-08-25,Hanwha Eagles,Doosan Bears,3.0,1.0,Hanwha Eagles,False,
2024-08-25,KT Wiz Suwon,SSG Landers,3.0,4.0,SSG Landers,True,
2024-08-25,Lotte Giants,Samsung Lions,5.0,10.0,Samsung Lions,True,
2024-08-25,KIA Tigers,NC Dinos,2.0,8.0,NC Dinos,True,
2024-08-27,Samsung Lions,Kiwoom Heroes,1.0,0.0,Samsung Lions,False,
2024-08-27,SSG Landers,KIA Tigers,4.0,10.0,KIA Tigers,True,
2024-08-27,Hanwha Eagles,Lotte Giants,1.0,3.0,Lotte Giants,True,
2024-08-27,KT Wiz Suwon,LG Twins,1.0,6.0,LG Twins,True,
2024-08-27,Doosan Bears,NC Dinos,13.0,7.0,Doosan Bears,False,
2024-08-28,KT Wiz Suwon,LG Twins,8.0,4.0,KT Wiz Suwon,False,
2024-08-28,Hanwha Eagles,Lotte Giants,7.0,0.0,Hanwha Eagles,False,
2024-08-28,Doosan Bears,NC Dinos,8.0,1.0,Doosan Bears,False,
2024-08-28,SSG Landers,KIA Tigers,6.0,7.0,KIA Tigers,True,
2024-08-28,Samsung Lions,Kiwoom Heroes,9.0,5.0,Samsung Lions,False,
2024-08-29,Doosan Bears,NC Dinos,2.0,10.0,NC Dinos,True,
2024-08-29,Samsung Lions,Kiwoom Heroes,1.0,0.0,Samsung Lions,False,
2024-08-29,SSG Landers,KIA Tigers,10.0,4.0,SSG Landers,False,
2024-08-29,KT Wiz Suwon,LG Twins,8.0,7.0,KT Wiz Suwon,False,
2024-08-29,Hanwha Eagles,Lotte Giants,11.0,14.0,Lotte Giants,True,
2024-08-30,LG Twins,KT Wiz Suwon,11.0,7.0,LG Twins,False,
2024-08-30,Lotte Giants,Kiwoom Heroes,8.0,2.0,Lotte Giants,False,
2024-08-31,KT Wiz Suwon,Hanwha Eagles,6.0,2.0,KT Wiz Suwon,False,
2024-08-31,Lotte Giants,Doosan Bears,7.0,4.0,Lotte Giants,False,
2024-08-31,NC Dinos,SSG Landers,7.0,2.0,NC Dinos,False,
2024-08-31,KIA Tigers,Samsung Lions,15.0,13.0,KIA Tigers,False,
2024-09-01,KIA Tigers,Samsung Lions,6.0,5.0,KIA Tigers,False,
2024-09-01,Lotte Giants,Doosan Bears,4.0,3.0,Lotte Giants,False,
2024-09-01,NC Dinos,SSG Landers,8.0,2.0,NC Dinos,False,
2024-09-03,Doosan Bears,Hanwha Eagles,1.0,7.0,Hanwha Eagles,True,
2024-09-03,Lotte Giants,Samsung Lions,1.0,5.0,Samsung Lions,True,
2024-09-03,Kiwoom Heroes,NC Dinos,5.0,11.0,NC Dinos,True,
2024-09-03,LG Twins,KIA Tigers,5.0,7.0,KIA Tigers,True,
2024-09-04,SSG Landers,LG Twins,0.0,5.0,LG Twins,True,
2024-09-04,KT Wiz Suwon,Lotte Giants,5.0,7.0,Lotte Giants,True,
2024-09-04,Doosan Bears,Samsung Lions,3.0,7.0,Samsung Lions,True,
2024-09-04,Kiwoom Heroes,NC Dinos,6.0,13.0,NC Dinos,True,
2024-09-04,Hanwha Eagles,KIA Tigers,5.0,4.0,Hanwha Eagles,False,
2024-09-05,Hanwha Eagles,KIA Tigers,3.0,4.0,KIA Tigers,True,
2024-09-05,KT Wiz Suwon,Lotte Giants,12.0,2.0,KT Wiz Suwon,False,
2024-09-05,Kiwoom Heroes,NC Dinos,12.0,7.0,Kiwoom Heroes,False,
2024-09-05,SSG Landers,LG Twins,4.0,2.0,SSG Landers,False,
2024-09-06,KT Wiz Suwon,NC Dinos,9.0,3.0,KT Wiz Suwon,False,
2024-09-06,Samsung Lions,Lotte Giants,7.0,2.0,Samsung Lions,False,
2024-09-06,Hanwha Eagles,LG Twins,3.0,1.0,Hanwha Eagles,False,
2024-09-06,Kiwoom Heroes,KIA Tigers,0.0,14.0,KIA Tigers,True,
2024-09-07,SSG Landers,Lotte Giants,1.0,1.0,SSG Landers,False,
2024-09-07,NC Dinos,Samsung Lions,9.0,1.0,NC Dinos,False,
2024-09-07,Doosan Bears,KT Wiz Suwon,12.0,2.0,Doosan Bears,False,
2024-09-07,Kiwoom Heroes,KIA Tigers,2.0,6.0,KIA Tigers,True,
2024-09-07,Hanwha Eagles,LG Twins,3.0,9.0,LG Twins,True,
2024-09-08,Hanwha Eagles,LG Twins,3.0,14.0,LG Twins,True,
2024-09-08,NC Dinos,Samsung Lions,2.0,10.0,Samsung Lions,True,
2024-09-08,Kiwoom Heroes,KIA Tigers,2.0,5.0,KIA Tigers,True,
2024-09-08,SSG Landers,Lotte Giants,11.0,6.0,SSG Landers,False,
2024-09-10,Lotte Giants,LG Twins,2.0,1.0,Lotte Giants,False,
2024-09-10,Hanwha Eagles,SSG Landers,0.0,5.0,SSG Landers,True,
2024-09-10,NC Dinos,KT Wiz Suwon,8.0,11.0,KT Wiz Suwon,True,
2024-09-10,Doosan Bears,Kiwoom Heroes,1.0,7.0,Kiwoom Heroes,True,
2024-09-11,NC Dinos,KT Wiz Suwon,1.0,2.0,KT Wiz Suwon,True,
2024-09-11,Kiwoom Heroes,LG Twins,9.0,5.0,Kiwoom Heroes,False,
2024-09-11,Samsung Lions,Hanwha Eagles,10.0,1.0,Samsung Lions,False,
2024-09-11,Lotte Giants,SSG Landers,10.0,2.0,Lotte Giants,False,
2024-09-12,Samsung Lions,Hanwha Eagles,7.0,1.0,Samsung Lions,False,
2024-09-12,NC Dinos,KT Wiz Suwon,4.0,10.0,KT Wiz Suwon,True,
2024-09-12,Lotte Giants,KIA Tigers,0.0,10.0,KIA Tigers,True,
2024-09-13,Hanwha Eagles,Lotte Giants,8.0,4.0,Hanwha Eagles,False,
2024-09-14,Samsung Lions,SSG Landers,9.0,11.0,SSG Landers,True,
2024-09-14,Hanwha Eagles,Lotte Giants,9.0,12.0,Lotte Giants,True,
2024-09-14,KT Wiz Suwon,Doosan Bears,1.0,2.0,Doosan Bears,True,
2024-09-14,LG Twins,NC Dinos,10.0,7.0,LG Twins,False,
2024-09-14,Kiwoom Heroes,KIA Tigers,2.0,3.0,KIA Tigers,True,
2024-09-15,Kiwoom Heroes,KIA Tigers,10.0,5.0,Kiwoom Heroes,False,
2024-09-15,LG Twins,NC Dinos,1.0,4.0,NC Dinos,True,
2024-09-15,Hanwha Eagles,Lotte Giants,9.0,16.0,Lotte Giants,True,
2024-09-15,Samsung Lions,SSG Landers,9.0,14.0,SSG Landers,True,
2024-09-16,Kiwoom Heroes,Doosan Bears,4.0,5.0,Doosan Bears,True,
2024-09-16,KIA Tigers,KT Wiz Suwon,11.0,5.0,KIA Tigers,False,
2024-09-17,Samsung Lions,Doosan Bears,4.0,8.0,Doosan Bears,True,
2024-09-17,KIA Tigers,SSG Landers,0.0,2.0,SSG Landers,True,
2024-09-17,LG Twins,Lotte Giants,3.0,7.0,Lotte Giants,True,
2024-09-17,KT Wiz Suwon,Kiwoom Heroes,4.0,2.0,KT Wiz Suwon,False,
2024-09-17,Hanwha Eagles,NC Dinos,4.0,1.0,Hanwha Eagles,False,
2024-09-18,LG Twins,Lotte Giants,5.0,3.0,LG Twins,False,
2024-09-18,Samsung Lions,KT Wiz Suwon,8.0,6.0,Samsung Lions,False,
2024-09-18,Hanwha Eagles,NC Dinos,2.0,5.0,NC Dinos,True,
2024-09-19,KIA Tigers,Doosan Bears,4.0,9.0,Doosan Bears,True,
2024-09-19,Kiwoom Heroes,SSG Landers,6.0,8.0,SSG Landers,True,
2024-09-19,LG Twins,Lotte Giants,7.0,4.0,LG Twins,False,
2024-09-19,Hanwha Eagles,NC Dinos,7.0,6.0,Hanwha Eagles,False,
2024-09-19,Samsung Lions,KT Wiz Suwon,5.0,12.0,KT Wiz Suwon,True,
2024-09-21,SSG Landers,KT Wiz Suwon,4.0,1.0,SSG Landers,False,
2024-09-21,Doosan Bears,LG Twins,14.0,7.0,Doosan Bears,False,
2024-09-22,Lotte Giants,Hanwha Eagles,4.0,8.0,Hanwha Eagles,True,
2024-09-22,Doosan Bears,LG Twins,5.0,9.0,LG Twins,True,
2024-09-22,Kiwoom Heroes,Samsung Lions,8.0,9.0,Samsung Lions,True,
2024-09-22,SSG Landers,KT Wiz Suwon,6.0,2.0,SSG Landers,False,
2024-09-23,Lotte Giants,Hanwha Eagles,3.0,2.0,Lotte Giants,False,
