match_id,bookmaker,open,close,direction,change,date,slot,home,away,winner,home_score,away_score
jk5Ba00n,VOBET,1.84,1.72,0,-0.12,15 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,6,0
jk5Ba00n,bwin,1.8,1.62,0,-0.18,15 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,6,0
hdAZgdUN,10x10bet,2.1,2.11,1,+0.01,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,1xBet,2.14,2.1,0,-0.04,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,22Bet,2.09,2.05,0,-0.04,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Alphabet,2.1,2.11,1,+0.01,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,BetInAsia,2.13,2.07,0,-0.06,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Bets.io,2.02,1.97,0,-0.05,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Cloudbet,2.1,2.05,0,-0.05,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,GambleCity,2.05,2.03,0,-0.02,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Kobet,2.1,2.17,1,+0.07,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Melbet,2.09,2.05,0,-0.04,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Momobet,2.1,2.11,1,+0.01,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Roobet,2.08,2.1,1,+0.02,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,Stake.com,2.11,2.07,0,-0.04,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
hdAZgdUN,VOBET,2.1,2.11,1,+0.01,15 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,5,13
KrCReIaB,10x10bet,1.6,1.58,0,-0.02,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,1xBet,1.66,1.59,0,-0.07,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,22Bet,1.62,1.55,0,-0.07,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Alphabet,1.6,1.58,0,-0.02,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,BetInAsia,1.62,1.56,0,-0.06,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Bets.io,1.55,1.52,0,-0.03,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Cloudbet,1.6,1.54,0,-0.06,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,GambleCity,1.57,1.54,0,-0.03,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Kobet,1.59,1.52,0,-0.07,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Melbet,1.62,1.55,0,-0.07,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Momobet,1.6,1.58,0,-0.02,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Roobet,1.58,1.55,0,-0.03,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,Stake.com,1.61,1.56,0,-0.05,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,VOBET,1.6,1.58,0,-0.02,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
KrCReIaB,bwin,1.62,1.5,0,-0.12,15 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,7,5
OGIIcvVb,10x10bet,1.96,2.02,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,1xBet,1.98,2.04,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,22Bet,1.93,1.99,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Alphabet,1.96,2.02,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,BetInAsia,1.97,2.03,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Bets.io,1.87,1.91,1,+0.04,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Cloudbet,1.85,2.01,1,+0.16,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,GambleCity,1.9,1.94,1,+0.04,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Kobet,1.94,1.88,0,-0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Melbet,1.93,1.99,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Momobet,1.96,2.02,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Roobet,1.82,1.92,1,+0.10,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,Stake.com,1.95,1.98,1,+0.03,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,VOBET,1.96,2.02,1,+0.06,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
OGIIcvVb,bwin,2.05,1.98,0,-0.07,15 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,2,10
CK3ahqgJ,10x10bet,2.55,2.68,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,1xBet,2.54,2.57,1,+0.03,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,22Bet,2.48,2.5,1,+0.02,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Alphabet,2.55,2.68,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,BetInAsia,2.55,2.68,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Bets.io,2.35,2.5,1,+0.15,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Cloudbet,2.52,2.65,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,GambleCity,2.47,2.57,1,+0.10,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Kobet,2.55,2.46,0,-0.09,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Melbet,2.48,2.5,1,+0.02,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Momobet,2.55,2.68,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,Stake.com,2.5,2.6,1,+0.10,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
CK3ahqgJ,VOBET,2.55,2.68,1,+0.13,15 Apr 2026,5,LG Twins,Lotte Giants,Lotte Giants,0,2
xKrhCwph,10x10bet,1.67,1.57,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,1xBet,1.72,1.6,0,-0.12,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,22Bet,1.68,1.56,0,-0.12,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Alphabet,1.67,1.58,0,-0.09,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,BetInAsia,1.69,1.56,0,-0.13,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Bets.io,1.62,1.51,0,-0.11,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Cloudbet,1.64,1.54,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,GambleCity,1.64,1.53,0,-0.11,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Kobet,1.62,1.52,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Melbet,1.68,1.56,0,-0.12,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Momobet,1.67,1.57,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Roobet,1.65,1.59,0,-0.06,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,Stake.com,1.68,1.57,0,-0.11,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,VOBET,1.67,1.57,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
xKrhCwph,bwin,1.65,1.55,0,-0.10,16 Apr 2026,1,SSG Landers,Doosan Bears,SSG Landers,2,1
2RTH6ZDT,10x10bet,1.47,1.56,1,+0.09,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,1xBet,1.53,1.6,1,+0.07,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,22Bet,1.49,1.56,1,+0.07,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Alphabet,1.47,1.56,1,+0.09,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,BetInAsia,1.45,1.57,1,+0.12,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Bets.io,1.43,1.51,1,+0.08,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Cloudbet,1.46,1.56,1,+0.10,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,GambleCity,1.45,1.53,1,+0.08,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Kobet,1.52,1.5,0,-0.02,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Melbet,1.49,1.56,1,+0.07,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Momobet,1.47,1.56,1,+0.09,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Roobet,1.46,1.47,1,+0.01,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,Stake.com,1.51,1.56,1,+0.05,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
2RTH6ZDT,VOBET,1.47,1.56,1,+0.09,16 Apr 2026,2,Hanwha Eagles,Samsung Lions,Samsung Lions,1,6
6az98eqH,10x10bet,1.67,1.57,0,-0.10,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,1xBet,1.71,1.61,0,-0.10,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,22Bet,1.66,1.57,0,-0.09,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Alphabet,1.63,1.58,0,-0.05,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,BetInAsia,1.68,1.55,0,-0.13,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Bets.io,1.62,1.51,0,-0.11,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Cloudbet,1.64,1.53,0,-0.11,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,GambleCity,1.61,1.53,0,-0.08,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Kobet,1.56,1.52,0,-0.04,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Melbet,1.66,1.57,0,-0.09,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Momobet,1.63,1.57,0,-0.06,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Roobet,1.64,1.57,0,-0.07,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,Stake.com,1.68,1.57,0,-0.11,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,VOBET,1.67,1.57,0,-0.10,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
6az98eqH,bwin,1.62,1.57,0,-0.05,16 Apr 2026,3,KIA Tigers,Kiwoom Heroes,KIA Tigers,5,1
bZW0AHE4,10x10bet,2.2,2.71,1,+0.51,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,1xBet,2.26,2.63,1,+0.37,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,22Bet,2.2,2.56,1,+0.36,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Alphabet,2.2,2.65,1,+0.45,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,BetInAsia,2.24,2.65,1,+0.41,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Bets.io,2.08,2.52,1,+0.44,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Cloudbet,2.12,2.62,1,+0.50,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,GambleCity,2.16,2.57,1,+0.41,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Kobet,2.2,2.5,1,+0.30,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Melbet,2.2,2.56,1,+0.36,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Momobet,2.2,2.71,1,+0.51,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Roobet,2.2,2.54,1,+0.34,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,Stake.com,2.19,2.65,1,+0.46,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,VOBET,2.2,2.71,1,+0.51,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
bZW0AHE4,bwin,2.25,2.45,1,+0.20,16 Apr 2026,4,NC Dinos,KT Wiz Suwon,KT Wiz Suwon,3,4
Cti6lzho,10x10bet,1.6,1.55,0,-0.05,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,1xBet,1.66,1.57,0,-0.09,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,22Bet,1.62,1.53,0,-0.09,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Alphabet,1.6,1.55,0,-0.05,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,BetInAsia,1.62,1.54,0,-0.08,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Bets.io,1.55,1.5,0,-0.05,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Cloudbet,1.57,1.53,0,-0.04,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,GambleCity,1.58,1.51,0,-0.07,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Kobet,1.58,1.49,0,-0.09,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Melbet,1.62,1.53,0,-0.09,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Momobet,1.6,1.55,0,-0.05,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Roobet,1.58,1.59,1,+0.01,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,Stake.com,1.61,1.55,0,-0.06,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,VOBET,1.6,1.55,0,-0.05,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
Cti6lzho,bwin,1.6,1.48,0,-0.12,16 Apr 2026,5,LG Twins,Lotte Giants,LG Twins,7,4
bcFm1Dyi,10x10bet,2.27,2.49,1,+0.22,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,1xBet,2.32,2.47,1,+0.15,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,22Bet,2.26,2.43,1,+0.17,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Alphabet,2.27,2.49,1,+0.22,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,BetInAsia,2.3,2.48,1,+0.18,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Bets.io,2.14,2.27,1,+0.13,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Cloudbet,2.25,2.46,1,+0.21,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,GambleCity,2.2,2.38,1,+0.18,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Kobet,2.25,2.49,1,+0.24,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Melbet,2.26,2.41,1,+0.15,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Momobet,2.27,2.49,1,+0.22,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Roobet,2.24,2.22,0,-0.02,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,Stake.com,2.26,2.48,1,+0.22,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,VOBET,2.27,2.49,1,+0.22,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
bcFm1Dyi,bwin,2.25,2.45,1,+0.20,17 Apr 2026,1,Doosan Bears,KIA Tigers,KIA Tigers,3,7
v96Q8Pfc,10x10bet,2.2,2.4,1,+0.20,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,1xBet,2.22,2.31,1,+0.09,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,22Bet,2.17,2.25,1,+0.08,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Alphabet,2.14,2.38,1,+0.24,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,BetInAsia,2.02,2.3,1,+0.28,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Bets.io,2.08,2.23,1,+0.15,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Cloudbet,2.09,2.28,1,+0.19,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,GambleCity,2.14,2.34,1,+0.20,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Kobet,2.35,2.2,0,-0.15,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Melbet,2.17,2.25,1,+0.08,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Momobet,2.2,2.38,1,+0.18,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,Roobet,2.16,2.3,1,+0.14,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
v96Q8Pfc,VOBET,2.2,2.38,1,+0.18,17 Apr 2026,2,Lotte Giants,Hanwha Eagles,Hanwha Eagles,0,0
vXlDaLHq,10x10bet,1.53,1.62,1,+0.09,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,1xBet,1.59,1.61,1,+0.02,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,22Bet,1.55,1.62,1,+0.07,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Alphabet,1.48,1.63,1,+0.15,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,BetInAsia,1.56,1.63,1,+0.07,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Bets.io,1.48,1.51,1,+0.03,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Cloudbet,1.53,1.61,1,+0.08,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,GambleCity,1.5,1.59,1,+0.09,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Kobet,1.53,1.52,0,-0.01,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Melbet,1.55,1.57,1,+0.02,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Momobet,1.53,1.63,1,+0.10,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Roobet,1.52,1.51,0,-0.01,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,Stake.com,1.55,1.56,1,+0.01,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,VOBET,1.48,1.63,1,+0.15,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
vXlDaLHq,bwin,1.53,1.55,1,+0.02,17 Apr 2026,3,KT Wiz Suwon,Kiwoom Heroes,KT Wiz Suwon,5,0
nZ9Y63P9,10x10bet,1.78,1.76,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,1xBet,1.81,1.79,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,22Bet,1.77,1.74,0,-0.03,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Alphabet,1.78,1.76,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,BetInAsia,1.78,1.76,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Bets.io,1.7,1.68,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Cloudbet,1.75,1.74,0,-0.01,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,GambleCity,1.73,1.7,0,-0.03,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Kobet,1.76,1.7,0,-0.06,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Melbet,1.77,1.74,0,-0.03,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Momobet,1.78,1.76,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,Roobet,1.74,1.7,0,-0.04,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
nZ9Y63P9,VOBET,1.78,1.76,0,-0.02,17 Apr 2026,4,Samsung Lions,LG Twins,LG Twins,0,0
8lbs5sfM,10x10bet,2.2,2.19,0,-0.01,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Alphabet,2.2,2.19,0,-0.01,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,BetInAsia,2.24,2.13,0,-0.11,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Bets.io,2.08,2.07,0,-0.01,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Cloudbet,2.2,2.11,0,-0.09,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,GambleCity,2.14,2.13,0,-0.01,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Kobet,2.2,2.05,0,-0.15,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Momobet,2.2,2.18,0,-0.02,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Roobet,2.18,2.14,0,-0.04,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
8lbs5sfM,Stake.com,2.19,2.17,0,-0.02,17 Apr 2026,5,NC Dinos,SSG Landers,SSG Landers,0,0
